,,,,Reference, PTVL,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) ,P702N F150 (TFD) 
,,,,"C1CAG (40) Requires {275/65R 18 A/T OWL(D3HEA)} And {BASE PAYLOAD PK(AA3BE)} And {SUPER SINGLE CAB (SUPER CAB)(CA#BD)} And {145""/3675MM WHEELBASE(AA5H5),163""/4140MM WHEELBASE(AA5J3)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB)} When In {ALL SOUTH AMERICA SECOND. TERR(WSS01),ALL CENTRAL AMERICA SECON TERR(WSC01),ALL CANADA AND MEXICO(WAN05),U.S.(ADWCB),Sub Saharan Africa(ADWCF),Middle East / North Africa(ADWCG),Asia/Pacific + Stans(ADWCH),US Territories(ADWCP),ALL CARBN ISLS TRTRY MKT LST 2(WSI02)}",,,,,,,S (40),,,,,,,,,,,,,,
,,,,"C1CAG (41) Requires {275/60/20 A/T OWL(D3IGC),275/60/20 A/T BSW(D3IGD)} And {BASE PAYLOAD PK(AA3BE)} And {SUPER SINGLE CAB (SUPER CAB)(CA#BD)} And {145""/3675MM WHEELBASE(AA5H5),163""/4140MM WHEELBASE(AA5J3)} And {SPARE WHEEL - 18"" ALUMINUM(D17AP)} And {SPARE TIRE-265/70/18 A/T BSW(D3MJC)}",,,,,,,S (41),,,,,,,,,,,,,,
,,,,"C1CAG (42) Requires {275/60/20 A/T OWL(D3IGC),275/60/20 A/T BSW(D3IGD)} And {BASE PAYLOAD PK(AA3BE)} And {157""/3989MM WHEELBASE(AA5I7),145""/3675MM WHEELBASE(AA5H5),163""/4140MM WHEELBASE(AA5J3),122.44/3110MM WHEELBASE(AA5F7)} And {SPARE WHEEL - 18"" STEEL(D17AQ)} And {SPARE TIRE-265/70/18 A/T BSW(D3MJC)}",,,,,,,S (42),,,,,,,,,,,,,,
,,,,"C1CAG (43) Requires {265/70R 17 A/T OWL(D3KDR),275/65R 18 A/T OWL #2(D3HFE),LT 265/70/18 A/T OWL(D3HFQ),LT 265/70R17 A/T(D3KFS)} And {DOUBLE CAB (CREW CAB)(CA#BC)} And {SPARE WHEEL-18"" ALLOY(D17B1),SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE WHEEL - 18"" ALUMINUM(D17AP),SPARE- CONVENTIONAL ROAD WHEEL(D17AN)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPARE TIRE-LT 265/70R17 A/T BS(D3MJD),SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)}",,,,,,,S (43),,,,,,,,,,,,,,
,,,,"C1CAG (44) Requires {265/70R 17 A/T OWL(D3KDR),LT 265/70R17 A/T(D3KFS)} And {BASE PAYLOAD PK(AA3BE)} And {SINGLE CAB (REGULAR CAB)(CA#BB)} And {5.0L DOHC NA PFDI GAS - COYOTE(EN-AV),3.5L CYCLON-D4- G-DI-TIVCT-UPG(EN-BM)} And {141""/3581MM WHEELBASE(AA5H1)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD)} And {17X7.5 CAST ALUM MACH BRI WHL(D2YFW)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPARE TIRE-LT 265/70R17 A/T BS(D3MJD)}",,,,,,,S (44),,,,,,,,,,,,,,
,,,,"C1CAG (45) Requires {265/70R 17 A/T OWL(D3KDR),LT 265/70R17 A/T(D3KFS)} And {BASE PAYLOAD PK(AA3BE)} And {SINGLE CAB (REGULAR CAB)(CA#BB)} And {3.3L DOHC TIVCT DAMB NA GAS(EN-AX),2.7L DOHC 4V DI GT V6 GAS/FFV(EN-WQ)} And {141""/3581MM WHEELBASE(AA5H1)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPARE TIRE-LT 265/70R17 A/T BS(D3MJD)}",,,,,,,S (45),,,,,,,,,,,,,,
,,,,"C1CAG (46) Requires {275/60/20 A/T OWL(D3IGC),275/60/20 A/T BSW(D3IGD)} And {DOUBLE CAB (CREW CAB)(CA#BC)} And {SPARE WHEEL - 18"" ALUMINUM(D17AP)} And {SPARE TIRE-265/70/18 A/T BSW(D3MJC)}",,,,,,,S (46),,,,,,,,,,,,,,
,,,,"C1CAG (47) Requires {265/70R 17 A/T OWL(D3KDR),275/65R 18 A/T OWL #2(D3HFE),LT 265/70/18 A/T OWL(D3HFQ),LT 265/70R17 A/T(D3KFS)} And {BASE PAYLOAD PK(AA3BE)} And {ALL REG AND SUPER CABS(CA#09)} And {145""/3675MM WHEELBASE(AA5H5),163""/4140MM WHEELBASE(AA5J3),122.44/3110MM WHEELBASE(AA5F7)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE WHEEL - 18"" ALUMINUM(D17AP)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPARE TIRE-LT 265/70R17 A/T BS(D3MJD),SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)}",,,,,,,S (47),,,,,,,,,,,,,,
,,,,"C1CAG (48) Requires {BASE PAYLOAD PK(AA3BE)} And {SINGLE CAB (REGULAR CAB)(CA#BB)} And {3.3L DOHC TIVCT DAMB NA GAS(EN-AX),2.7L DOHC 4V DI GT V6 GAS/FFV(EN-WQ)} And {141""/3581MM WHEELBASE(AA5H1)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SP TIR-245/70R 17 A/S(D3MBD),SPARE TIRE-LT 265/70R17 A/T BS(D3MJD)}",,,,,,,S (48),,,,,,,,,,,,,,
,,,,"C1CAG (49) Requires {DOUBLE CAB (CREW CAB)(CA#BC)} And {SPARE WHEEL-18"" ALLOY(D17B1),SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE WHEEL - 18"" ALUMINUM(D17AP)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SP TIR-245/70R 17 A/S(D3MBD),SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPARE TIRE-LT 265/70R17 A/T BS(D3MJD),SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)}",,,,,,,S (49),,,,,,,,,,,,,,
,,,,"C1CAG (50) Requires {275/65R 18 A/T OWL(D3HEA)} And {DOUBLE CAB (CREW CAB)(CA#BC)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE- CONVENTIONAL ROAD WHEEL(D17AN)} And {18X7.5"" CHROME WHEEL(D2ULS),18 X 8.5 ALUMINUM WHL STYLE 1(D2UEX),18 X 8.5 ALUMINUM WHL STYLE 3(D2UEZ)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB)} When In {ARGENTINA(WASAB)}",,,,,,,S (50),,,,,,,,,,,,,,
,,,,"C1CAG (51) Requires {275/65R 18 A/T OWL(D3HEA)} And {DOUBLE CAB (CREW CAB)(CA#BC)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE- CONVENTIONAL ROAD WHEEL(D17AN)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB)} Except In {ARGENTINA(WASAB)}",,,,,,,S (51),,,,,,,,,,,,,,
,,,,"C1CAG (52) Requires {BASE PAYLOAD PK(AA3BE)} And {ALL REG AND SUPER CABS(CA#09)} And {145""/3675MM WHEELBASE(AA5H5),163""/4140MM WHEELBASE(AA5J3),122.44/3110MM WHEELBASE(AA5F7)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE WHEEL - 18"" ALUMINUM(D17AP),SPARE- CONVENTIONAL ROAD WHEEL(D17AN)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SP TIR-245/70R 17 A/S(D3MBD),SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPARE TIRE-LT 265/70R17 A/T BS(D3MJD),SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)}",,,,,,,S (52),,,,,,,,,,,,,,
,,,,"C1CAG (53) Requires {BASE PAYLOAD PK(AA3BE)} And {SINGLE CAB (REGULAR CAB)(CA#BB)} And {5.0L DOHC NA PFDI GAS - COYOTE(EN-AV),3.5L CYCLON-D4- G-DI-TIVCT-UPG(EN-BM)} And {141""/3581MM WHEELBASE(AA5H1)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD)} And {17X7.5 CAST ALUM MACH BRI WHL(D2YFW)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SP TIR-245/70R 17 A/S(D3MBD),SPARE TIRE-LT 265/70R17 A/T BS(D3MJD)}",,,,,,,S (53),,,,,,,,,,,,,,
,,,,"C1CAG (54) Requires {BASE PAYLOAD PK(AA3BE)} And {157""/3989MM WHEELBASE(AA5I7),145""/3675MM WHEELBASE(AA5H5),163""/4140MM WHEELBASE(AA5J3)} And {SPARE WHEEL - 18"" STEEL(D17AQ)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)}",,,,,,,S (54),,,,,,,,,,,,,,
,,,,"C1CAG (55) Requires {BASE PAYLOAD PK(AA3BE)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SP TIR-245/70R 17 A/S(D3MBD),SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)}",,,,,,,,S (55),,,,,,,,,,,,,
,,,,"C1CAG (56) Requires {275/65R 18 A/T OWL #2(D3HFE),LT 265/70/18 A/T OWL(D3HFQ)} And {BASE PAYLOAD PK(AA3BE)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)}",,,,,,,,S (56),,,,,,,,,,,,,
,,,,"C1CAG (57) Requires {275/60/20 A/T OWL(D3IGC),275/60/20 A/T BSW(D3IGD)} And {BASE PAYLOAD PK(AA3BE)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SPARE TIRE-265/70/18 A/T BSW(D3MJC)} And {FEATURE CONTENT GROUP 14(AD2AR),FEATURE CONTENT GROUP 5(AD2AF),FEATURE CONTENT GROUP 6(AD2AG),FEATURE CONTENT GROUP 7(AD2AH)}",,,,,,,,S (57),,,,,,,,,,,,,
,,,,"C1CAG (58) Requires {275/65R 18 A/T OWL(D3HEA)} And {BASE PAYLOAD PK(AA3BE)} And {18X7.5"" CHROME WHEEL(D2ULS)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB)} And {FEATURE CONTENT GROUP 14(AD2AR)} When In {ARGENTINA(WASAB)}",,,,,,,,S (58),,,,,,,,,,,,,
,,,,"C1CAG (59) Requires {275/65R 18 A/T OWL(D3HEA)} And {BASE PAYLOAD PK(AA3BE)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE- CONVENTIONAL ROAD WHEEL(D17AN)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB)} And {FEATURE CONTENT GROUP 1(AD2AB),FEATURE CONTENT GROUP 2(AD2AC)} When In {CANADA(WANAC),U.S.(ADWCB)}",,,,,,,,S (59),,,,,,,,,,,,,
,,,,"C1CAG (60) Requires {275/60/20 A/T OWL(D3IGC),275/60/20 A/T BSW(D3IGD)} And {BASE PAYLOAD PK(AA3BE)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-265/70/18 A/T BSW(D3MJC)}",,,,,,,,S (60),,,,,,,,,,,,,
,,,,"C1CAG (61) Requires {275/65R 18 A/T OWL(D3HEA)} And {BASE PAYLOAD PK(AA3BE)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE- CONVENTIONAL ROAD WHEEL(D17AN)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB)} And {FEATURE CONTENT GROUP 14(AD2AR),FEATURE CONTENT GROUP 5(AD2AF),FEATURE CONTENT GROUP 13(AD2AP),FEATURE CONTENT GROUP 6(AD2AG),FEATURE CONTENT GROUP 7(AD2AH)} Except In {ARGENTINA(WASAB)}",,,,,,,,S (61),,,,,,,,,,,,,
,,,,"C1CAG (62) Requires {275/60/20 A/T OWL(D3IGC),275/60/20 A/T BSW(D3IGD)} And {5.0L DOHC NA PFDI GAS - COYOTE(EN-AV)} And {SPARE WHEEL - 18"" STEEL(D17AQ)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SPARE TIRE-265/70/18 A/T BSW(D3MJC)}",,,,,,,,,,,,S (62),S (62),S (62),,S (62),,S (62),,,
,,,,"C1CAG (63) Requires {SPARE WHEEL - 18"" STEEL(D17AQ)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)}",,,,,,,,,,,,S (63),S (63),S (63),S (63),,,,,,
,,,,"C1CAG (64) Requires {SPARE WHEEL - 18"" ALUMINUM(D17AP)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SPARE TIRE-265/70/18 A/T BSW(D3MJC)}",,,,,,,,,,,,S (64),,S (64),,,,,,,
,,,,"C1CAG (65) Requires {275/60/20 A/T OWL(D3IGC),275/60/20 A/T BSW(D3IGD)} And {SPARE WHEEL - 18"" ALUMINUM(D17AP),SPARE WHEEL - 18"" STEEL(D17AQ)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-265/70/18 A/T BSW(D3MJC)}",,,,,,,,,,,,S (65),,S (65),S (65),S (65),,,,,
,,,,"C1CAG (66) Requires {275/65R 18 A/T OWL #2(D3HFE),LT 265/70/18 A/T OWL(D3HFQ)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE WHEEL - 18"" ALUMINUM(D17AP),SPARE- CONVENTIONAL ROAD WHEEL(D17AN)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)}",,,,,,,,,,,,S (66),,S (66),S (66),,,,,,
,,,,"C1CAG (67) Requires {275/65R 18 A/T OWL(D3HEA)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE- CONVENTIONAL ROAD WHEEL(D17AN)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB)} When In {ARGENTINA(WASAB)}",,,,,,,,,,,,S (67),,,,,,,,,
,,,,"C1CAG (68) Requires {LT 265/70/18 A/T OWL(D3HFQ)} And {SPARE WHEEL - 18"" STEEL(D17AQ)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)}",,,,,,,,,,,,S (68),S (68),S (68),S (68),,,,,,
,,,,"C1CAG (69) Requires {SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE WHEEL - 18"" ALUMINUM(D17AP),SPARE- CONVENTIONAL ROAD WHEEL(D17AN)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SP TIR-245/70R 17 A/S(D3MBD),SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)}",,,,,,,,,,,,S (69),,S (69),,,,,,,
,,,,C1CAG (70) Requires {275/65R 18 A/T OWL(D3HEA)} And {18 X 8.5 ALUMINUM WHL STYLE 4(D2UFF)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB)} When In {ARGENTINA(WASAB)},,,,,,,,,,,,,S (70),S (70),,,,,,,
,,,,"C1CAG (71) Requires {SUPER SINGLE CAB (SUPER CAB)(CA#BD)} And {SPARE WHEEL - 18"" ALUMINUM(D17AP)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SPARE TIRE-265/70/18 A/T BSW(D3MJC)}",,,,,,,,,,,,,S (71),,,,,,,,
,,,,"C1CAG (72) Requires {275/65R 18 A/T OWL #2(D3HFE),LT 265/70/18 A/T OWL(D3HFQ)} And {SUPER SINGLE CAB (SUPER CAB)(CA#BD)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE WHEEL - 18"" ALUMINUM(D17AP)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)}",,,,,,,,,,,,,S (72),,,,,,,,
,,,,"C1CAG (73) Requires {275/60/20 A/T OWL(D3IGC),275/60/20 A/T BSW(D3IGD)} And {SPARE WHEEL - 18"" STEEL(D17AQ)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-265/70/18 A/T BSW(D3MJC)}",,,,,,,,,,,,,S (73),,,,,,,,
,,,,"C1CAG (74) Requires {275/65R 18 A/T OWL(D3HEA)} And {DOUBLE CAB (CREW CAB)(CA#BC)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE- CONVENTIONAL ROAD WHEEL(D17AN)} And {18X7.5"" CHROME WHEEL(D2ULS),18 X 8.5 ALUMINUM WHL STYLE 1(D2UEX)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB)} When In {ARGENTINA(WASAB)}",,,,,,,,,,,,,S (74),,,,,,,,
,,,,"C1CAG (75) Requires {DOUBLE CAB (CREW CAB)(CA#BC)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE WHEEL - 18"" ALUMINUM(D17AP)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SP TIR-245/70R 17 A/S(D3MBD),SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)}",,,,,,,,,,,,,S (75),,,,,,,,
,,,,"C1CAG (76) Requires {275/60/20 A/T OWL(D3IGC),275/60/20 A/T BSW(D3IGD)} And {DOUBLE CAB (CREW CAB)(CA#BC)} And {SPARE WHEEL - 18"" ALUMINUM(D17AP)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SPARE TIRE-265/70/18 A/T BSW(D3MJC)}",,,,,,,,,,,,,S (76),,,,,,,,
,,,,"C1CAG (77) Requires {275/65R 18 A/T OWL #2(D3HFE),LT 265/70/18 A/T OWL(D3HFQ)} And {DOUBLE CAB (CREW CAB)(CA#BC)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE WHEEL - 18"" ALUMINUM(D17AP),SPARE- CONVENTIONAL ROAD WHEEL(D17AN)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)}",,,,,,,,,,,,,S (77),,,,,,,,
,,,,"C1CAG (78) Requires {275/65R 18 A/T OWL(D3HEA)} And {SUPER SINGLE CAB (SUPER CAB)(CA#BD)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD)} And {18X7.5"" CHROME WHEEL(D2ULS),18 X 8.5 ALUMINUM WHL STYLE 1(D2UEX)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB)} When In {ARGENTINA(WASAB)}",,,,,,,,,,,,,S (78),,,,,,,,
,,,,"C1CAG (79) Requires {275/60/20 A/T OWL(D3IGC),275/60/20 A/T BSW(D3IGD)} And {SPARE WHEEL - 18"" ALUMINUM(D17AP)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-265/70/18 A/T BSW(D3MJC)}",,,,,,,,,,,,,S (79),,,,,,,,
,,,,"C1CAG (80) Requires {SUPER SINGLE CAB (SUPER CAB)(CA#BD)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE WHEEL - 18"" ALUMINUM(D17AP),SPARE- CONVENTIONAL ROAD WHEEL(D17AN)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SP TIR-245/70R 17 A/S(D3MBD),SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)}",,,,,,,,,,,,,S (80),,,,,,,,
,,,,"C1CAG (81) Requires {275/65R 18 A/T OWL(D3HEA)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE- CONVENTIONAL ROAD WHEEL(D17AN)} And {18X7.5"" CHROME WHEEL(D2ULS)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB)} When In {ARGENTINA(WASAB)}",,,,,,,,,,,,,,S (81),,,,,,,
,,,,"C1CAG (82) Requires {275/60/20 A/T OWL(D3IGC),275/60/20 A/T BSW(D3IGD)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SPARE TIRE-265/70/18 A/T BSW(D3MJC)}",,,,,,,,,,,,,,,S (82),,S (82),,,,
,,,,"C1CAG (83) Requires {SPARE WHEEL-CONVENTIONAL STEEL(D17AD),SPARE WHEEL - 18"" ALUMINUM(D17AP)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SP TIR-245/70R 17 A/S(D3MBD),SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)}",,,,,,,,,,,,,,,S (83),,,,,,
,,,,C1CAG (84) Requires {SPARE WHEEL-CONVENTIONAL STEEL(D17AD)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB)},,,,,,,,,,,,,,,,S (84),S (84),S (84),,,
,,,,"C1CAG (85) Requires {275/60/20 A/T OWL(D3IGC),275/60/20 A/T BSW(D3IGD)} And {SPARE WHEEL - 18"" ALUMINUM(D17AP)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SPARE TIRE-265/70/18 A/T BSW(D3MJC)}",,,,,,,,,,,,,,,,S (85),,S (85),,,
,,,,"C1CAG (86) Requires {275/60/20 A/T BSW(D3IGD)} And {SPARE WHEEL - 18"" ALUMINUM(D17AP),SPARE WHEEL - 18"" STEEL(D17AQ)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-265/70/18 A/T BSW(D3MJC)}",,,,,,,,,,,,,,,,,S (86),S (86),,,
,,,,"C1CAG (87) Requires {BASE PAYLOAD PK(AA3BE)} And {SINGLE CAB (REGULAR CAB)(CA#BB)} And {5.0L DOHC NA PFDI GAS - COYOTE(EN-AV),3.5L CYCLON-D4- G-DI-TIVCT-UPG(EN-BM)} And {141""/3581MM WHEELBASE(AA5H1)} And {SPARE WHEEL-CONVENTIONAL STEEL(D17AD)} And {7.5 X 17 SUMMARY(D2Y01)} And {FEATURE CONTENT GROUP 1(AD2AB),FEATURE CONTENT GROUP 2(AD2AC)}",,O (87),O (87),,,,,,,,,,,,,,,,,,
,,,,"C1CAG (88) Requires {BASE PAYLOAD PK(AA3BE)} And {SINGLE CAB (REGULAR CAB)(CA#BB)} And {3.3L DOHC TIVCT DAMB NA GAS(EN-AX),2.7L DOHC 4V DI GT V6 GAS/FFV(EN-WQ)} And {141""/3581MM WHEELBASE(AA5H1)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPARE TIRE-LT 265/70R17 A/T BS(D3MJD)} And {FEATURE CONTENT GROUP 1(AD2AB),FEATURE CONTENT GROUP 2(AD2AC)}",,O (88),O (88),,,,,,,,,,,,,,,,,,
,,,,"C1CAG (89) Requires {BASE PAYLOAD PK(AA3BE)} And {SINGLE CAB (REGULAR CAB)(CA#BB)} And {3.3L DOHC TIVCT DAMB NA GAS(EN-AX),2.7L DOHC 4V DI GT V6 GAS/FFV(EN-WQ)} And {141""/3581MM WHEELBASE(AA5H1)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SP TIR-245/70R 17 A/S(D3MBD),SPARE TIRE-LT 265/70R17 A/T BS(D3MJD)} And {FEATURE CONTENT GROUP 1(AD2AB),FEATURE CONTENT GROUP 2(AD2AC)}",,O (89),O (89),,,,,,,,,,,,,,,,,,
,,,,"C1CAG (90) Requires {BASE PAYLOAD PK(AA3BE)} And {157""/3989MM WHEELBASE(AA5I7),145""/3675MM WHEELBASE(AA5H5),163""/4140MM WHEELBASE(AA5J3),122.44/3110MM WHEELBASE(AA5F7)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SP TIR-245/70R 17 A/S(D3MBD),SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPARE TIRE-LT 265/70R17 A/T BS(D3MJD),SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)} And {FEATURE CONTENT GROUP 1(AD2AB),FEATURE CONTENT GROUP 2(AD2AC)}",,O (90),O (90),,,O (90),,,,,,,,,,,,,,,
,,,,"C1CAG (91) Requires {BASE PAYLOAD PK(AA3BE)} And {157""/3989MM WHEELBASE(AA5I7),145""/3675MM WHEELBASE(AA5H5),163""/4140MM WHEELBASE(AA5J3),122.44/3110MM WHEELBASE(AA5F7)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPARE TIRE-LT 265/70R17 A/T BS(D3MJD),SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)} And {FEATURE CONTENT GROUP 1(AD2AB),FEATURE CONTENT GROUP 2(AD2AC)}",,O (91),O (91),,,,,,,,,,,,,,,,,,
,,,,"C1CAG (92) Requires {275/60/20 A/T OWL(D3IGC),275/60/20 A/T BSW(D3IGD)} And {BASE PAYLOAD PK(AA3BE)} And {157""/3989MM WHEELBASE(AA5I7),145""/3675MM WHEELBASE(AA5H5)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-265/70/18 A/T BSW(D3MJC)} And {FEATURE CONTENT GROUP 1(AD2AB),FEATURE CONTENT GROUP 2(AD2AC)}",,,O (92),,,,,,,,,,,,,,,,,,
,,,,"C1CAG (93) Requires {BASE PAYLOAD PK(AA3BE)} And {4 WHL L/H PART TIME DRIVE(DR--E)} And {SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPARE TIRE-LT 265/70R17 A/T BS(D3MJD),SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)} And {FEATURE CONTENT GROUP 1(AD2AB),FEATURE CONTENT GROUP 2(AD2AC)}",,,,O (93),,,,,,,,,,,,,,,,,
,,,,"C1CAG (94) Requires {BASE PAYLOAD PK(AA3BE)} And {2 WHL L/H REAR DRIVE(DR--B)} And {SP TIR-245/70R 17 A/S(D3MBD),SPARE TIRE-245/75/17 A/T BSW(D3MJB),SPARE TIRE-LT 265/70R17 A/T BS(D3MJD),SPRE TIRE-LT 265/70/18 A/T OWL(D3MJE)} And {FEATURE CONTENT GROUP 1(AD2AB),FEATURE CONTENT GROUP 2(AD2AC)}",,,,O (94),,,,,,,,,,,,,,,,,
